title,authors,publish_date,journal_name,doi,citations
The trend in blood pressure and hypertension prevalence in the general population of South Kivu between 2012 and 2016: Results from two representative cross-sectional surveys—The Bukavu observational study,"Philippe Bianga Katchunga, Patrick Mirindi, Arsene Baleke, Théodore Ntaburhe, Marc Twagirumukiza, Jean-René M’buyamba-Kabangu",published 08 Aug 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0219377,20
"One-year discontinuation among users of the contraceptive pill and injection in South East Tigray region, Ethiopia","Kahsay Zenebe Gebrslasie, Gebretsadik Berhe, Haftom Taddese, Solomon Weldemariam, Gelawdiyos Gebre, Abdella Amano, Daniel Birhane, Gebrehud Berihu, Munir Kassa, Mulu Weldegebriel, Ezana Haile",published 01 May 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0285085,1
Minimum inhibitory concentrations of commonly used antibiotics against,"Xueping Huang, Yuan Liu, Zhihui Lin, Baihe Wu, Gaohui Nong, Yushan Chen, Yuping Lu, Xinhua Ji, Xiang Zhou, Biao Suo, Qiuzhao Chen, Jinqi Wei",published 02 Sep 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0256225,6
A socio-ecological approach to understanding the factors influencing the uptake of intermittent preventive treatment of malaria in pregnancy (IPTp) in South-Western Nigeria,"Gertrude N. Nyaaba, Atinuke O. Olaleye, Mary O. Obiyan, Oladapo Walker, Dilly O. C. Anumba",published 15 Mar 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0248412,11
"Does peer-navigated linkage to care work? A cross-sectional study of active linkage to care within an integrated non-communicable disease-HIV testing centre for adults in Soweto, South Africa","Kathryn L. Hopkins, Khuthadzo E. Hlongwane, Kennedy Otwombe, Janan Dietrich, Maya Jaffer, Mireille Cheyip, Jacobus Olivier, Heidi van Rooyen, Alisha N. Wade, Tanya Doherty, Glenda E. Gray",published 22 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0241014,4
Knowledge and awareness of and perception towards cardiovascular disease risk in sub-Saharan Africa: A systematic review,"Daniel Boateng, Frederick Wekesah, Joyce L. Browne, Charles Agyemang, Peter Agyei-Baffour, Ama de-Graft Aikins, Henriette A. Smit, Diederick E. Grobbee, Kerstin Klipstein-Grobusch",published 12 Dec 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0189264,127
"Women’s autonomy and men's involvement in child care and feeding as predictors of infant and young child anthropometric indices in coffee farming households of Jimma Zone, South West of Ethiopia","Kalkidan Hassen Abate, Tefera Belachew",published 06 Mar 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0172885,41
Multiple clades of Husavirus in South America revealed by next generation sequencing,"Endrya do Socorro Fôro Ramos, Ulisses Alves Rosa, Geovani de Oliveira Ribeiro, Fabiola Villanova, Flávio Augusto de Pádua Milagres, Rafael Brustulin, Vanessa dos Santos Morais, Emerson Luiz Lima Araújo, Ramendra Pati Pandey, V. Samuel Raj, Ester Cerdeira Sabino, Xutao Deng, Eric Delwart, Adriana Luchs, Élcio Leal, Antonio Charlys da Costa",published 23 Mar 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0248486,4
"A Unique Assemblage of Engraved Plaquettes from Ein Qashish South, Jezreel Valley, Israel: Figurative and Non-Figurative Symbols of Late Pleistocene Hunters-Gatherers in the Levant","Alla Yaroshevich, Ofer Bar-Yosef, Elisabeta Boaretto, Valentina Caracuta, Noam Greenbaum, Naomi Porat, Joel Roskin",published 24 Aug 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0160687,22
Policymaking through a knowledge lens: Using the,"Debra Leigh Marais, Inge Petersen, Michael Quayle",published 13 Jan 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0244940,2
Elevational Distribution and Ecology of Small Mammals on Africa’s Highest Mountain,"William T. Stanley, Mary Anne Rogers, Philip M. Kihaule, Maiko J. Munissi",published 05 Nov 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0109904,26
"Impact of an educational intervention on water, sanitation and hygiene knowledge, attitudes, and practices in early childhood development centres in low-socio-economic areas in the Nelson Mandela Bay, South Africa","Paula Ezinne Melariri, June Teare, Opeoluwa Oyedele, Kirstie Eastwood, Wilma ten Ham-Baloyi",published 29 May 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0303077,0
Trends in malaria prevalence and risk factors associated with the disease in Nkongho-mbeng; a typical rural setting in the equatorial rainforest of the South West Region of Cameroon,"Raymond Babila Nyasa, Esendege Luke Fotabe, Roland N. Ndip",published 18 May 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0251380,21
Hematological malignancies in East Africa—Which cancers to expect and how to provide services,"Steven Alan Leak, Lilian Gasper Mmbaga, Elifuraha Wilson Mkwizu, Priscus John Mapendo, Oliver Henke",published 06 May 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0232848,10
The importance of choice disability and structural intervention in the HIV epidemic in Sub-Saharan Africa,"Rebecca de Boer, Jeffrey Musgrave, Neil Andersson, Frithjof Lutscher",published 11 Apr 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0175297,2
"Dry Season Determinants of Malaria Disease and Net Use in Benin, West Africa","Nicolas Moiroux, Olayidé Boussari, Armel Djènontin, Georgia Damien, Gilles Cottrell, Marie-Claire Henry, Hélène Guis, Vincent Corbel",published 23 Jan 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0030558,39
Cost Effectiveness of Potential ART Adherence Monitoring Interventions in Sub-Saharan Africa,"Andrew N Phillips, Valentina Cambiano, Fumiyo Nakagawa, Loveleen Bansi-Matharu, Papa Salif Sow, Peter Ehrenkranz, Deborah Ford, Owen Mugurungi, Tsitsi Apollo, Joseph Murungu, David R. Bangsberg, Paul Revill",published 15 Dec 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0167654,20
Patterns of Species Richness and Turnover for the South American Rodent Fauna,"Renan Maestri, Bruce D. Patterson",published 21 Mar 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0151895,67
Prevalence of,"Vance T. Vredenburg, Stephen A. Felt, Erica C. Morgan, Samuel V. G. McNally, Sabrina Wilson, Sherril L. Green",published 15 May 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0063791,43
"Phylogenetic Exploration of Nosocomial Transmission Chains of 2009 Influenza A/H1N1 among Children Admitted at Red Cross War Memorial Children’s Hospital, Cape Town, South Africa in 2011","Ziyaad Valley-Omar, Fredrick Nindo, Maanda Mudau, Marvin Hsiao, Darren Patrick Martin",published 13 Nov 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0141744,12
Characterization and assessment of HBV chronically infected patients: Identification of those eligible for treatment in the South West region of Cameroon,"Kukwah Anthony Tufon, Damian Nota Anong, Henry Dilonga Meriki, Teuwafeu Denis Georges, Mouladje Maurice, Youmbi Sylvain Kouanou, Ayah Flora Bolimo, Nyeke James Tony, Tebit Emmanuel Kwenti, Ndze Henry Wung, Theresa Nkuo-Akenji",published 05 Sep 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0203312,11
"Highly Diverse, Poorly Studied and Uniquely Threatened by Climate Change: An Assessment of Marine Biodiversity on South Georgia's Continental Shelf","Oliver T. Hogg, David K. A. Barnes, Huw J. Griffiths",published 25 May 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0019795,62
Complications associated with adolescent childbearing in Sub-Saharan Africa: A systematic literature review and meta-analysis,"Taran Grønvik, Ingvild Fossgard Sandøy",published 26 Sep 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0204327,81
The epidemiology of chronic kidney disease (CKD) in rural East Africa: A population-based study,"Anthony N. Muiru, Edwin D. Charlebois, Laura B. Balzer, Dalsone Kwarisiima, Assurah Elly, Doug Black, Samuel Okiror, Jane Kabami, Mucunguzi Atukunda, Katherine Snyman, Maya Petersen, Moses Kamya, Diane Havlir, Michelle M. Estrella, Chi-yuan Hsu",published 04 Mar 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0229649,29
"Syphilis Screening among 27,150 Pregnant Women in South Chinese Rural Areas Using Point-of-Care Tests","Li-Gang Yang, Joseph D. Tucker, Feng-Ying Liu, Xu-Qi Ren, Xuan Hong, Cheng Wang, Megan M. McLaughlin, Cedric H. Bien, Xiang-Sheng Chen, Bin Yang",published 29 Aug 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0072149,24
Evidence of an Overweight/Obesity Transition among School-Aged Children and Youth in Sub-Saharan Africa: A Systematic Review,"Stella K. Muthuri, Claire E. Francis, Lucy-Joy M. Wachira, Allana G. LeBlanc, Margaret Sampson, Vincent O. Onywera, Mark S. Tremblay",published 27 Mar 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0092846,127
"The associations between adult body composition and abdominal adiposity outcomes, and relative weight gain and linear growth from birth to age 22 in the Birth to Twenty Plus cohort, South Africa","Alessandra Prioreschi, Richard J. Munthali, Juliana Kagura, Rihlat Said-Mohamed, Emanuella De Lucia Rolfe, Lisa K. Micklesfield, Shane A. Norris",published 16 Jan 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0190483,25
Effectiveness and trend forecasting of tuberculosis diagnosis after the introduction of GeneXpert in a city in south-eastern Brazil,"Thaís Zamboni Berra, Dulce Gomes, Antônio Carlos Vieira Ramos, Yan Mathias Alves, Alexandre Tadashi Inomata Bruce, Luiz Henrique Arroyo, Felipe Lima dos Santos, Ludmilla Leideanne Limirio Souza, Juliane de Almeida Crispim, Ricardo Alexandre Arcêncio",published 28 May 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0252375,5
Factors associated with health-related quality of life among people living with HIV in South Korea: Tobit regression analysis,"Gwang Suk Kim, Layoung Kim, SangA Lee, Mi-So Shim, Youngjin Lee, Seoyoung Baek",published 16 May 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0303568,0
Morphological and Molecular Characterization of,"Ren-E Huang, Weimin Ye, Xiaoliang Ren, Zhongying Zhao",published 16 Dec 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0144386,28
HIV prevalence and behavioral risk factors in the Sudan People’s Liberation Army: Data from South Sudan,"Lauren P. Courtney, Norman Goco, John Woja, Tonya Farris, Chris Cummiskey, Emily Smith, Lia Makuach, Helen M. Chun",published 21 Nov 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0187689,14
Review of electrocardiographic abnormalities among people living with HIV in Sub-Saharan Africa: A systematic review,"Andrew Weil Semulimi, Andrew Peter Kyazze, Edward Kyalo, John Mukisa, Charles Batte, Felix Bongomin, Isaac Ssinabulya, Bruce J. Kirenga, Emmy Okello",published 23 Mar 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0283419,1
The prevalence and associated factors of hepatitis B and C virus in hemodialysis patients in Africa: A systematic review and meta-analysis,"Tiruneh Adane, Solomon Getawa",published 22 Jun 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0251570,14
Effect of Media Use on HIV-Related Stigma in Sub-Saharan Africa: A Cross-Sectional Study,"Mesfin Awoke Bekalu, Steven Eggermont, Shoba Ramanadhan, Kasisomayajula Viswanath",published 19 Jun 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0100467,17
Ecological Niche and Geographic Distribution of Human Monkeypox in Africa,"Rebecca S. Levine, A.Townsend Peterson, Krista L. Yorita, Darin Carroll, Inger K. Damon, Mary G. Reynolds",published 31 Jan 2007,PLOS ONE,https://doi.org/10.1371/journal.pone.0000176,90
"Correction: Earliest known ophiuroids from high palaeolatitude, southern Gondwana, recovered from the Pragian to earliest Emsian Baviaanskloof Formation (Table Mountain Group, Cape Supergroup) South Africa","Caitlin Reddy, Ben Thuy, Mhairi Reid, Robert Gess",published 24 May 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0304622,0
Evaluation of pharmacovigilance systems for reporting medication errors in Africa and the role of patients using a mixed-methods approach,"George Tsey Sabblah, Seth Kwaku Seaneke, Mawuli Kushitor, Florence van Hunsel, Katja Taxis, Mahama Duwiejua, Eugène van Puijenbroek",published 03 Mar 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0264699,7
Marching across and beyond West Africa: First record of the stem-galling fly,"Pascal O. Aigbedion-Atalor, Itohan Idemudia, Medetissi Adom, Ethelyn E. Forchibe, Hospice Tossou, David D. Wilson, Michael D. Day",published 04 Jun 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0252770,3
"‘When you talk to someone in a bad way or always put her under pressure, it is actually worse than beating her’: Conceptions and experiences of emotional intimate partner violence in Rwanda and South Africa","Erin Stern, Andrew Gibbs, Samantha Willan, Kristin Dunkle, Rachel Jewkes",published 14 Nov 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0225121,15
Burden and determinants of malnutrition among pregnant women in Africa: A systematic review and meta-analysis,"Hanna Demelash Desyibelew, Abel Fekadu Dadi",published 06 Sep 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0221712,91
A Broad Profile of Co-Dominant Epitopes Shapes the Peripheral,"Rebecca Axelsson-Robertson, André G. Loxton, Gerhard Walzl, Marthie M. Ehlers, Marleen M. Kock, Alimuddin Zumla, Markus Maeurer",published 26 Mar 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0058309,24
Child malnutrition in sub-Saharan Africa: A meta-analysis of demographic and health surveys (2006-2016),"Blessing J. Akombi, Kingsley E. Agho, Dafna Merom, Andre M. Renzaho, John J. Hall",published 11 May 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0177338,269
A Comparison of the Effectiveness of Sodium Stibogluconate Monotherapy to Sodium Stibogluconate and Paromomycin Combination for the Treatment of Severe Post Kala Azar Dermal Leishmaniasis in South Sudan – A Retrospective Cohort Study,"Charles Abongomera, Francis Gatluak, Jozefine Buyze, Koert Ritmeijer",published 22 Sep 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0163047,14
Characteristics of HIV-Infected Children at Enrollment into Care and at Antiretroviral Therapy Initiation in Central Africa,"Adebola Adedimeji, Andrew Edmonds, Donald Hoover, Qiuhu Shi, Jean d’Amour Sinayobye, Martin Nduwimana, Patricia Lelo, Denis Nash, Kathryn Anastos, Marcel Yotebieng",published 12 Jan 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0169871,12
Sequential Fragmentation of Pleistocene Forests in an East Africa Biodiversity Hotspot: Chameleons as a Model to Track Forest History,"G. John Measey, Krystal A. Tolley",published 28 Oct 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0026606,29
Factors influencing place of delivery: Evidence from three south-Asian countries,"Md. Ashfikur Rahman, Muhammad Aziz Rahman, Lal B. Rawal, Mohan Paudel, Md. Hasan Howlader, Bayezid Khan, Tanjim Siddiquee, Abdur Rahman, Apurbo Sarkar, Md. Sazedur Rahman, Roslin Botlero, Sheikh Mohammed Shariful Islam",published 08 Apr 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0250012,33
High Rates of Ofloxacin Resistance in,"N. Selvakumar, Vanaja Kumar, S. Balaji, S. Prabuseenivasan, R. Radhakrishnan, Gomathi Sekar, V. Chandrasekaran, T. Kannan, Aleyamma Thomas, S. Arunagiri, Puneet Dewan, Soumya Swaminathan",published 04 Mar 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0117421,21
Foraging Ranges of Immature African White-Backed Vultures (,"W. Louis Phipps, Stephen G. Willis, Kerri Wolter, Vinny Naidoo",published 30 Jan 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0052813,67
"“Of Sheep and Men”: Earliest Direct Evidence of Caprine Domestication in Southern Africa at Leopard Cave (Erongo, Namibia)","David Pleurdeau, Emma Imalwa, Florent Détroit, Joséphine Lesur, Anzel Veldman, Jean-Jacques Bahain, Eugène Marais",published 11 Jul 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0040340,74
Episodic Therapy for Genital Herpes in Sub-Saharan Africa: A Pooled Analysis from Three Randomized Controlled Trials,"Helen A. Weiss, Gabriela Paz Bailey, Sam Phiri, Gerard Gresenguet, Jerome LeGoff, Jacques Pepin, David A. Lewis, Laurent Belec, Irving F. Hoffman, William C. Miller, Philippe Mayaud",published 25 Jul 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0022601,7
Low use of long-lasting insecticidal nets for malaria prevention in south-central Ethiopia: A community-based cohort study,"Tarekegn Solomon, Eskindir Loha, Wakgari Deressa, Taye Gari, Hans J. Overgaard, Bernt Lindtjørn",published 10 Jan 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0210578,30
Ecological Study of HIV Infection and Hypertension in Sub-Saharan Africa: Is There a Double Burden of Disease?,"C. Angkurawaranon, D Nitsch, N Larke, A. M. Rehman, L. Smeeth, J. Addo",published 17 Nov 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0166375,14
Geographic Variation of Overweight and Obesity among Women in Nigeria: A Case for Nutritional Transition in Sub-Saharan Africa,"Ngianga-Bakwin Kandala, Saverio Stranges",published 30 Jun 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0101103,85
"Prognostic variables and 4-year survival outcomes in CD20 Positive AIDS-Related Lymphoma in the Anti-retroviral treatment era: A Retrospective Review from a Single Centre in KwaZulu-Natal, South Africa","Nadine Rapiti, Nada Abdelatif, Mahomed-Yunus S. Moosa",published 01 Sep 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0272282,0
Mapping evidence on factors contributing to maternal and child mortality in sub-Saharan Africa: A scoping review protocol,"Ugochinyere I. Nwagbara, Emmanuella C. Osuala, Rumbidzai Chireshe, Gbotemi B. Babatunde, Ngozichika O. Okeke, Nnennaya Opara, Khumbulani W. Hlongwana",published 10 Aug 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0272335,6
HIV Status Disclosure and Retention in Care in HIV-Infected Adolescents on Antiretroviral Therapy (ART) in West Africa,"Elise Arrivé, Fatoumata Dicko, Hind Amghar, Addi Edmond Aka, Hélène Dior, Belinda Bouah, Mariam Traoré, Patricia Ogbo, Hortense Aka Dago-Akribi, Tanoh Kassi F. Eboua, Kouadio Kouakou, Haby Signate Sy, Ahmadou Alioum, François Dabis, Didier Koumavi Ekouévi, Valériane Leroy, for the Pediatric IeDEA West Africa Working Group",published 21 Mar 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0033690,98
Estimating the Resources Needed and Savings Anticipated from Roll-Out of Adult Male Circumcision in Sub-Saharan Africa,"Bertran Auvert, Elliot Marseille, Eline L. Korenromp, James Lloyd-Smith, Remi Sitta, Dirk Taljaard, Carel Pretorius, Brian Williams, James G. Kahn",published 06 Aug 2008,PLOS ONE,https://doi.org/10.1371/journal.pone.0002679,58
A Systematic Health Assessment of Indian Ocean Bottlenose (,"Emily P. Lane, Morné de Wet, Peter Thompson, Ursula Siebert, Peter Wohlsein, Stephanie Plön",published 09 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0107038,36
Estimating the Resources Needed and Savings Anticipated from Roll-Out of Adult Male Circumcision in Sub-Saharan Africa,"Bertran Auvert, Elliot Marseille, Eline L. Korenromp, James Lloyd-Smith, Remi Sitta, Dirk Taljaard, Carel Pretorius, Brian Williams, James G. Kahn",published 06 Aug 2008,PLOS ONE,https://doi.org/10.1371/journal.pone.0002679,58
A Systematic Health Assessment of Indian Ocean Bottlenose (,"Emily P. Lane, Morné de Wet, Peter Thompson, Ursula Siebert, Peter Wohlsein, Stephanie Plön",published 09 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0107038,36
"Correction: The Influence of Second-Hand Cigarette Smoke Exposure during Childhood and Active Cigarette Smoking on Crohn's Disease Phenotype Defined by the Montreal Classification Scheme in a Western Cape Population, South Africa","Tawanda Chivese, Tonya M. Esterhuizen, Abigail Raffner Basson, Gillian Watermeyer",published 02 Jan 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0190822,1
"Visceral leishmaniasis in selected communities of Hamar and Banna-Tsamai districts in Lower Omo Valley, South West Ethiopia: Sero-epidemological and Leishmanin Skin Test Surveys","Fitsum Bekele, Tariku Belay, Ahmed Zeynudin, Asrat Hailu",published 24 May 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0197430,8
"The Influence of Second-Hand Cigarette Smoke Exposure during Childhood and Active Cigarette Smoking on Crohn’s Disease Phenotype Defined by the Montreal Classification Scheme in a Western Cape Population, South Africa","Tawanda Chivese, Tonya M. Esterhuizen, Abigail Raffner Basson",published 30 Sep 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0139597,11
"Assessing the quality of drinking water from selected water sources in Mbarara city, South-western Uganda","Catherine N. Abaasa, Savino Ayesiga, Julius B. Lejju, Morgan Andama, Imelda K. Tamwesigire, Joel Bazira, Frederick Byarugaba",published 28 Mar 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0297794,0
Global and regional dispersal patterns of hepatitis B virus genotype E from and in Africa: A full-genome molecular analysis,"Luicer Anne Olubayo Ingasia, Evangelia Georgia Kostaki, Dimitrios Paraskevis, Anna Kramvis",published 08 Oct 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0240375,23
The effect of modulated electro-hyperthermia on local disease control in HIV-positive and -negative cervical cancer women in South Africa: Early results from a phase III randomised controlled trial,"Carrie Anne Minnaar, Jeffrey Allan Kotzen, Olusegun Akinwale Ayeni, Thanushree Naidoo, Mariza Tunmer, Vinay Sharma, Mboyo-Di-Tamba Vangu, Ans Baeyens",published 19 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0217894,53
Association of primary postpartum hemorrhage with inter-pregnancy interval in urban South Ethiopia: A matched nested case-control study,"Belayneh Hamdela Jena, Gashaw Andargie Biks, Yigzaw Kebede Gete, Kassahun Alemu Gelaye",published 18 Jul 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0271216,3
Competition between a Lawn-Forming,"J. A. Zwerts, H. H. T. Prins, D. Bomhoff, I. Verhagen, J. M. Swart, W. F. de Boer",published 28 Oct 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0140789,8
"Incidence and Prevalence of Tuberculosis among Household Contacts of Pulmonary Tuberculosis Patients in a Peri-Urban Population of South Delhi, India","Jitendra Singh, Manimuthu Mani Sankar, Sandeep Kumar, Krishnamurthy Gopinath, Niti Singh, Kalaivani Mani, Sarman Singh",published 26 Jul 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0069730,44
Reporting quality of the 2014 Ebola outbreak in Africa: A systematic analysis,"Nina Huynh, Andrea Baumann, Mark Loeb",published 25 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0218170,6
"Delivering community-led integrated HIV and sexual and reproductive health services for sex workers: A mixed methods evaluation of the DIFFER study in Mysore, South India","Sushena Reza-Paul, Lisa Lazarus, Raviprakash Maiya, K. T. Venukumar, Bhagya Lakshmi, Anuradha Roy, Partha Haldar, Michele Andina, Yves Lafort, Robert Lorway",published 21 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0218654,10
Well-being effect of international migration and remittance on human and gender development in South Asian countries,"Nishad Nasrin, Mohammed Ziaul Haider, Md. Nasif Ahsan",published 18 Apr 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0300597,0
Socioeconomic inequalities in utilizing maternal health care in five South Asian countries: A decomposition analysis,"Md. Ashfikur Rahman, Md. Amirul Islam, Mortuja Mahamud Tohan, S. M. Muhibullah, Md. Sazedur Rahman, Md. Hasan Howlader",published 09 Feb 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0296762,0
Ecosystem carbon stocks of mangroves across broad environmental gradients in West-Central Africa: Global and regional comparisons,"J. Boone Kauffman, Rupesh K. Bhomia",published 13 Nov 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0187749,89
Cost Drivers for Voluntary Medical Male Circumcision Using Primary Source Data from Sub-Saharan Africa,"Lori Bollinger, Adebiyi Adesina, Steven Forsythe, Ramona Godbole, Elan Reuben, Emmanuel Njeuhmeli",published 06 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0084701,27
Efficient Identification of HIV Serodiscordant Couples by Existing HIV Testing Programs in South Brazil,"Christopher D. Pilcher, Claudia Alquati Bisol, Machline Paim Paganella, Snigdha Vallabhaneni, Leonardo Rapone da Motta, Sergio Kakuta Kato, Rosa Dea Sperhacke, Esper G. Kallas, Frederick M. Hecht, Ricardo Sobhie Diaz",published 12 Nov 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0142638,4
The Potential of Medical Abortion to Reduce Maternal Mortality in Africa: What Benefits for Tanzania and Ethiopia?,"Rebecca F. Baggaley, Joanna Burgin, Oona M. R. Campbell",published 11 Oct 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0013260,18
Impact of Maternal HIV Seroconversion during Pregnancy on Early Mother to Child Transmission of HIV (MTCT) Measured at 4-8 Weeks Postpartum in South Africa 2011-2012: A National Population-Based Evaluation,"Thu-Ha Dinh, Kevin P. Delaney, Ameena Goga, Debra Jackson, Carl Lombard, Selamawit Woldesenbet, Mary Mogashoa, Yogan Pillay, Nathan Shaffer",published 05 May 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0125525,100
Social selection in historical time: The case of tuberculosis in South Korea after the East Asian financial crisis,"Hongjo Choi, Haejoo Chung, Carles Muntaner",published 16 May 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0217055,5
"Incidence and predictors of anemia among adults on HIV care at South Gondar Zone Public General Hospital Northwest Ethiopia, 2020; retrospective cohort study","Agimasie Tigabu, Yeshiwork Beyene, Temesgen Getaneh, Bogale Chekole, Tigist Gebremaryam, Ermias Sisay Chanie, Nigusie Selomom, Tamiru Alene, Getachew Aragie, Getasew Legas, Getnet Dessie",published 12 Jan 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0259944,6
Prevalence and factors associated with depression in people living with HIV in sub-Saharan Africa: A systematic review and meta-analysis,"Charlotte Bernard, François Dabis, Nathalie de Rekeneire",published 04 Aug 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0181960,170
Durability of the deltamethrin-treated polypropylene long-lasting net LifeNet® in a pyrethroid resistance area in south western Benin: A phase III trial,"Armel Djènontin, Daleb Alfa, Aziz Bouraima, Christophe Soares, Amal Dahounto, Sylvie Cornélie, Marc Egrot, Georgia Damien, Franck Remoué, André Barembaye Sagna, Nicolas Moiroux, Cédric Pennetier",published 20 Sep 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0291755,2
Informed consent approaches for clinical trial participation of infants with minor parents in sub-Saharan Africa: A systematic review,"Angela De Pretto-Lazarova, Domnita Oana Brancati-Badarau, Christian Burri",published 04 Aug 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0237088,5
Potential Impact of Co-Infections and Co-Morbidities Prevalent in Africa on Influenza Severity and Frequency: A Systematic Review,"Adam L. Cohen, Meredith McMorrow, Sibongile Walaza, Cheryl Cohen, Stefano Tempia, Marissa Alexander-Scott, Marc-Alain Widdowson",published 11 Jun 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0128580,26
High blood pressure among adolescents in Africa: A systematic review and meta-analysis protocol,"Cecilia Amponsem-Boateng, William K. Bosu",published 03 Mar 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0264728,1
"Correction: Acceptability of unsupervised peer-based distribution of HIV oral self-testing for the hard-to-reach in rural KwaZulu Natal, South Africa: Results from a demonstration study","Marcel K. Kitenge, Chinmay Laxmeshwar, Elkin Bermudez Aza, Ellie Ford-Kamara, Gilles Van Cutsem, Ntombi Gcwensa, Esther C. Casas, Khanyo Hlophe, Petros Isaakidis, Liesbet Ohler",published 29 Jan 2024,PLOS ONE,https://doi.org/10.1371/journal.pone.0298143,0
Barriers to early presentation and diagnosis of breast cancer among African women living in sub-Saharan Africa,"Cynthia Pomaa Akuoko, Ernestina Armah, Theresa Sarpong, Dan Yedu Quansah, Isaac Amankwaa, Daniel Boateng",published 13 Feb 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0171024,130
